hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
c24f7c58012d54a5b6cd11de11264ac0,ANTONIA NEVES FELISBERTO,BR,16,63.0,97.0,161.0,117.0,153 reps,259 reps,105 reps,29 reps,153.0,-1391.7898510755651,-1277.142857142857,29.0,0.5369948441709614,0.47982274758761767,0.06030411117604303,0.07019809126401137,1.0,0.8617148429137513,1.1485447914634097
076a7a3255fe14038df890fc040b876c,FRANCESCA CIMMINO,GB,17,112.0,121.0,114.0,98.0,138 reps,251 reps,121 reps,30 reps,138.0,-1436.14968696642,-1108.2644628099172,30.0,-0.048645970931934214,0.28097726725652283,0.08033603475942154,0.17200584935450716,1.0,0.8617148429137513,0.9828831380233807
59fe3df9408d2ff76d092c0cb6989e37,AZORA RIGGLE,US,17,138.0,186.0,44.0,78.0,134 reps,226 reps,133 reps,32 reps,134.0,-1595.0158027812895,-1008.2706766917294,32.0,-0.20481685495937305,-0.4311491072699349,0.09219704214431669,0.3756213655354987,1.0,0.8617148429137513,0.8196779542763782
981029ea413abae230d6658f82ed99a2,AMELIE HÉRAULT,FR,16,126.0,105.0,79.0,136.0,136 reps,256 reps,130 reps,27 reps,136.0,-1408.099888392857,-1031.5384615384614,27.0,-0.12673141294565363,0.40671208025885025,0.08943707696436994,-0.13341742491698017,1.0,0.8617148429137513,0.9207149227538979
0299c88761aeaaa6b883f690be4097f0,JOANNIE GAGNON,CA,16,169.0,62.0,31.0,185.0,126 reps,272 reps,140 reps,21 reps,126.0,-1325.2704831932774,-957.8571428571429,21.0,-0.5171586230142506,0.7779995868892524,0.09817696670086799,-0.7442639734599549,1.0,0.8617148429137513,0.76540333219273
6f7a57f4537a558b66ee6e334ea02dd2,MIA DUNN,US,17,151.0,121.0,18.0,161.0,130 reps,251 reps,148 reps,23 reps,130.0,-1436.14968696642,-906.0810810810812,23.0,-0.36098773898681186,0.28097726725652283,0.1043185108400288,-0.5406484572789633,1.0,0.8617148429137513,0.7326297383714455
5cb4b2b70003baaa865f822dbb2ddaf0,LILY AUSTIN,AU,16,95.0,155.0,102.0,102.0,143 reps,238 reps,123 reps,30 reps,143.0,-1514.594837935174,-1090.2439024390244,30.0,0.1465676341023643,-0.0706575711230957,0.08247358758081862,0.17200584935450716,1.0,0.8617148429137513,0.9443122178923999
5e4989261f632667e44557a27d39340e,AVA ANDERSEN,US,16,172.0,53.0,91.0,142.0,125 reps,275 reps,125 reps,26 reps,125.0,-1310.8129870129872,-1072.8,26.0,-0.5562013440211104,0.8428061335011043,0.08454273871193102,-0.23522518300747594,1.0,0.8617148429137513,0.8956954292098636
666e7baf6acf9b9b90626a2b0f1a80fd,FIORELLA GRANATI,IT,16,119.0,239.0,69.0,34.0,137 reps,200 reps,130 reps,40 reps,137.0,-1802.367857142857,-1031.5384615384614,40.0,-0.08768869193879392,-1.3606164513018666,0.08943707696436994,1.190083430259465,1.0,0.8617148429137513,0.819518683909545
2481cff0004ec5893adbf325ee9c95a2,ESTER BURÉN,SE,16,95.0,109.0,108.0,149.0,143 reps,255 reps,122 reps,25 reps,143.0,-1413.6218487394958,-1099.1803278688524,25.0,0.1465676341023643,0.38195957981682316,0.08141357163250286,-0.3370329410979717,1.0,0.8617148429137513,0.929941804027181
03cd1b36ed146d904cc88a336f58a47d,SOPHIE ROSE,US,17,95.0,126.0,118.0,123.0,143 reps,250 reps,120 reps,28 reps,143.0,-1441.8942857142856,-1117.5,28.0,0.1465676341023643,0.2552267775536462,0.07924053893845551,-0.0316096668264844,1.0,0.8617148429137513,0.9740711638557468
c73fcdcc997fd3186807168db6c3b24f,EVA LIUDVINAVICIUTE,LT,16,45.0,207.0,132.0,86.0,160 reps,218 reps,117 reps,31 reps,160.0,-1653.548492791612,-1146.1538461538462,31.0,0.8102938912189793,-0.6935252100312425,0.07584169292981736,0.27381360744500294,1.0,0.8617148429137513,0.9783208383043906
8419ba4d955c1003747cdb441a5fc4f3,LILOU ANCEL,FR,16,126.0,102.0,45.0,201.0,136 reps,257 reps,133 reps,20 reps,136.0,-1402.620900500278,-1008.2706766917294,20.0,-0.12673141294565363,0.4312719542382932,0.09219704214431669,-0.8460717315504506,1.0,0.8617148429137513,0.7493813058853778
