hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
7010c900c581ea1ae0e117c957e77407,ANDREA BORRELLO,IT,53,400.0,956.0,364.0,126.0,148 reps,192 reps,122 reps,30 reps,148.0,-1843.75,-1136.5524590163934,30.0,0.4280060760211967,-0.5635746760749495,0.11981589958087906,1.4974024492813556,1.0,0.9200242809379748,1.2904367181400953
fc50c274dedda02483a44110c12b6272,STEVEN HUNTER,US,53,609.0,226.0,122.0,892.0,140 reps,244 reps,131 reps,20 reps,140.0,-1450.8196721311476,-1058.4687022900764,20.0,4.349213250897343e-05,0.9983106084616697,0.13005502954947068,-0.15711157570612852,1.0,0.9200242809379748,1.162848669547355
42f0608b21651c9e52af02b701b13f10,STEPHEN WILKS,US,52,90.0,498.0,726.0,539.0,168 reps,219 reps,107 reps,20 reps,168.0,-1616.4383561643835,-1295.8822429906543,20.0,1.4979125357429162,0.3399817214072467,0.09892297082876841,-0.15711157570612852,1.0,0.9200242809379748,1.3649506940061755
045078809416d00a6c14cff4bc20b919,MATTHEW PEARSON,US,50,75.0,479.0,1147.0,154.0,170 reps,220 reps,90 reps,30 reps,170.0,-1609.090909090909,-1540.6599999999999,30.0,1.604903181715088,0.36918758476020685,0.06682524176811847,1.4974024492813556,1.0,0.9200242809379748,1.804603895319167
c04f6dcef17eeea14335e8092deff653,KENNETH GRANÅS JOHANSEN,NO,50,102.0,290.0,819.0,644.0,167 reps,235 reps,103 reps,20 reps,167.0,-1506.3829787234042,-1346.2077669902912,20.0,1.4444172127568302,0.7774482703537097,0.09232378038797232,-0.15711157570612852,1.0,0.9200242809379748,1.4592937028860709
43214427e0340dd3b0e56a8cb06a5d94,JAY SCOTT,US,50,165.0,686.0,912.0,94.0,161 reps,206 reps,97 reps,31 reps,161.0,-1718.4466019417475,-1429.478350515464,31.0,1.1234452748403143,-0.06549774067753591,0.08140450135964472,1.6628538517801041,1.0,0.9200242809379748,1.6205757527636067
7158daa3fc2bb6e6507e9ac4f3b5517f,AKIHIRO FUKAI,JP,52,453.0,686.0,253.0,469.0,146 reps,206 reps,128 reps,21 reps,146.0,-1718.4466019417475,-1083.2765625,21.0,0.32101543004902483,-0.06549774067753591,0.12680197263236606,0.008339826792619895,1.0,0.9200242809379748,1.0176891531370935
3afa07a7a89db075687a6fefd6ac90c7,CHRIS DIZON,US,54,344.0,290.0,664.0,564.0,151 reps,235 reps,110 reps,20 reps,151.0,-1506.3829787234042,-1260.54,20.0,0.5884920449794546,0.7774482703537097,0.10355740229741842,-0.15711157570612852,1.0,0.9200242809379748,1.2481208164190885
4cd6a37f77822a68c49c661edcbb4643,ERIC HAMP,US,50,480.0,290.0,190.0,905.0,145 reps,235 reps,130 reps,20 reps,145.0,-1506.3829787234042,-1066.6107692307692,20.0,0.26752010706293883,0.7774482703537097,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.1742353212623382
58ebe9e80872ee56988038f4a7c7eb35,AARON ARMSTRONG,US,51,480.0,956.0,247.0,185.0,145 reps,192 reps,128 reps,29 reps,145.0,-1843.75,-1083.2765625,29.0,0.26752010706293883,-0.5635746760749495,0.12680197263236606,1.3319510467826072,1.0,0.9200242809379748,1.2106988935387155
25838921d845df885430cd5a3b3ad4cf,BRAD MERKOSKY,CA,50,660.0,521.0,327.0,366.0,138 reps,217 reps,124 reps,23 reps,138.0,-1631.336405529954,-1118.2209677419355,23.0,-0.10694715383966297,0.2807624593090791,0.12221970966311113,0.3392426317901167,1.0,0.9200242809379748,1.0788436926686358
d0275bd0c5c08bf8755fbccf3cbda2c1,JASON ATALLIAN,US,51,192.0,583.0,862.0,243.0,159 reps,212 reps,101 reps,26 reps,159.0,-1669.8113207547171,-1372.8653465346536,26.0,1.0164546288681424,0.12782592157914127,0.08882816960992683,0.835596839286362,1.0,0.9200242809379748,1.437200670773868
b22203dfe095763039018238dc0b9b53,AARON WITTER,US,51,453.0,650.0,529.0,249.0,146 reps,208 reps,117 reps,26 reps,146.0,-1701.923076923077,-1185.123076923077,26.0,0.32101543004902483,0.00018273431992510108,0.11344683013222993,0.835596839286362,1.0,0.9200242809379748,1.2375847393848602
